;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM;JKM
05/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,65;55,58;54,715;54,405;52,97;52,335;45,8;44,135;39,49;32,89;31,22;25,32;23,86;21,325;21,745;20,425;20,71;20,245;20,535;20,895;20,935;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,65;55,58;54,715;54,405;52,97;52,335;45,8;44,135;39,49;32,89;31,22;25,32;23,86;21,325;21,745;20,425;20,71;20,245;20,535;20,895;20,935;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,765;55,965;54,91;54,105;51,125;50,63;44,765;45,445;40,465;35,395;30,505;21,515;26,57;23,565;23,915;21,46;21,59;21,775;20,715;20,81;20,905;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,62;48,81;47,98;46,145;45,54;44,17;41,72;42,055;37,995;32,365;27,52;21,265;26,445;23,56;22,635;21,47;21,285;20,865;18,75;20,615;21,77;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,965;36,84;37,29;36,255;34,66;34,23;33,185;33,89;32,91;30,94;28,12;22,81;23,89;20,58;20,57;19,96;19,935;19,965;20,46;20,56;20,555;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38,325;30,635;30,835;30,775;29,23;29;28,205;29,57;28,83;26,595;23,93;20,135;22,55;19,78;19,79;19,235;19,355;19,83;19,79;20,095;20,11;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,145;33,35;33,255;33,565;33,16;33,295;33,43;34,92;33,785;31,44;28,01;23,605;23,475;20,855;20,35;19,87;20,12;20,59;19,99;20,28;20,265;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,145;33,35;33,255;33,565;33,16;33,295;33,43;34,92;33,785;31,44;28,01;23,605;23,475;20,855;20,35;19,87;20,12;20,59;19,99;20,28;20,265;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,145;33,35;33,255;33,565;33,16;33,295;33,43;34,92;33,785;31,44;28,01;23,605;23,475;20,855;20,35;19,87;20,12;20,59;19,99;20,28;20,265;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,25;32,71;32,495;32,32;32,305;32,12;30,905;32,475;31,04;28,65;25,975;22,63;21,325;19,26;19,255;18,17;18,44;18,71;18,735;18,84;18,765;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,215;33,6;32,83;31,765;31,645;30,33;31,92;30,245;27,975;25,365;22,1;21,405;19,335;19,33;18,75;19,025;19,305;19,33;19,44;19,36;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;33,635;32,88;32,03;31,77;31,475;30,36;31,42;29,875;27,91;25,92;22,895;20,375;18,72;18,385;17,92;18,16;18,685;18,46;18,715;18,785;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;35,555;33,235;32,395;32,175;31,8;30,8;31,775;30,615;29,365;27,555;24,615;19,185;17,55;17,25;16,995;17,355;17,79;18,275;18,525;18,59;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;35,495;31,945;31,12;31,035;31,18;30,26;31,065;30,17;29,245;27,845;24,91;20,32;18,83;18,13;17,925;18,3;18,76;18,745;19;19,075;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;35,495;31,945;31,12;31,035;31,18;30,26;31,065;30,17;29,245;27,845;24,91;20,32;18,83;18,13;17,925;18,3;18,76;18,745;19;19,075;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;35,495;31,945;31,12;31,035;31,18;30,26;31,065;30,17;29,245;27,845;24,91;20,32;18,83;18,13;17,925;18,3;18,76;18,745;19;19,075;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,81;29,845;29,155;29,05;29,465;28,4;29,395;28,755;28,085;26,875;24,21;20,145;18,905;18,215;17,95;18,345;18,825;18,845;19,115;19,2;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,175;30,56;29,98;29,895;30,93;30,02;30,56;30,075;29,53;28,325;25,715;20,905;19,26;18,575;18,35;18,75;19,225;18,315;18,57;18,655;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,12;34,865;34,045;34,155;34,6;33,9;34,255;33,655;32,66;31,155;28,345;22,23;20,5;20,115;19,815;20,17;20,625;20,47;20,685;20,91;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,68;33,295;32,165;32,45;32,1;31,7;31,96;31,595;30,325;29,07;26,195;21,905;20,185;19,765;19,51;19,825;20,28;20,495;20,68;20,915;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,43;30,85;29,535;29,56;30,49;29,785;29,9;29,75;29,11;27,37;24,475;21,45;19,88;19,375;19,03;19,345;19,795;19,56;19,735;19,95;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,43;30,85;29,535;29,56;30,49;29,785;29,9;29,75;29,11;27,37;24,475;21,45;19,88;19,375;19,03;19,345;19,795;19,56;19,735;19,95;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,43;30,85;29,535;29,56;30,49;29,785;29,9;29,75;29,11;27,37;24,475;21,45;19,88;19,375;19,03;19,345;19,795;19,56;19,735;19,95;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;33,97;30,925;29,44;29,52;30,555;29,935;30,3;30,305;30,22;28,885;25,83;20,79;19,27;18,78;18,43;18,735;19,17;18,88;19,045;19,255;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;33,875;29,78;28,9;29,22;30,725;30,335;30,955;31,185;31,03;29,255;26,28;20,67;18,75;18,655;18,315;18,65;19,13;19,365;19,535;19,745;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
30/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,15;32,995;31,86;32,185;33,04;32,7;33,29;33,5;33,455;31,315;27,37;21,255;18,98;18,58;18,405;18,7;19,18;19,405;19,58;19,8;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
31/03/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;35,435;34,095;32,425;32,865;33,82;33,52;34,16;34,525;34,485;32,34;28,9;21,19;18,93;18,535;18,405;18,665;19,07;18,75;18,915;19,13;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,445;34,69;32,75;31,035;31,57;32,425;32,135;32,83;33,16;33,02;30,985;27,195;20,415;18,495;18,135;18,045;18,3;18,675;16,755;16,93;17,15;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,69;32,75;31,035;31,57;32,425;32,135;32,83;33,16;33,02;30,985;27,195;20,415;18,495;18,135;18,045;18,3;18,675;16,755;16,93;17,15;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34,69;32,75;31,035;31,57;32,425;32,135;32,83;33,16;33,02;30,985;27,195;20,415;18,495;18,135;18,045;18,3;18,675;16,755;16,93;17,15;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,95;31,525;29,885;30,71;31,78;31,175;32,1;32,435;32,565;30,515;26,88;21,005;18,965;18,505;18,735;18,7;18,83;17,65;17,81;18,045;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,455;31,525;30,255;31,02;31,77;31,66;32,83;33,18;33,35;31,245;27,77;22,54;20,05;19,805;19,91;19,88;20,035;20,055;20,23;20,47;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,44;30,485;29,99;30,705;31,555;31,455;32,77;33,1;33,27;31,145;27,555;23,33;21,04;20,79;20,825;20,8;20,96;20,79;21,01;21,29;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,1;29,655;29,345;29,805;30,525;30,395;31,79;31,995;32,29;30,39;26,975;23,17;20,875;20,83;20,78;20,75;20,735;20,965;21,18;21,46;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,605;29,205;29,71;30,225;30,52;30,44;31,835;32,175;32,435;30,45;27,205;24,05;21,815;21,625;21,69;21,655;21,61;22,41;22,63;22,915;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,605;29,205;29,71;30,225;30,52;30,44;31,835;32,175;32,435;30,45;27,205;24,05;21,815;21,625;21,69;21,655;21,61;22,41;22,63;22,915;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,605;29,205;29,71;30,225;30,52;30,44;31,835;32,175;32,435;30,45;27,205;24,05;21,815;21,625;21,69;21,655;21,61;22,41;22,63;22,915;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33,02;28,4;28,895;28,91;29,4;29,495;30,855;31,08;31,41;29,55;26,23;24,72;22,79;22,625;22,62;22,595;22,56;22,535;22,75;23,01;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,965;28,65;29,145;29,365;29,975;30,02;31,315;31,36;31,72;30,22;26,76;25,69;23,345;23,31;23,28;23,255;23,225;23,525;23,71;23,96;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,925;28,985;29,865;29,875;30,205;30,295;31,535;31,605;31,965;30,625;27,12;26,765;24,325;24,285;24,39;24,365;24,335;24,815;25,01;25,275;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,365;26,28;26,15;26,32;26,49;27,63;27,695;28,01;26,87;24,64;24,64;22,865;22,745;22,545;22,955;23,165;21,855;24,03;25,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
15/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,365;26,28;26,15;26,32;26,49;27,63;27,695;28,01;26,87;24,64;24,64;22,865;22,745;22,545;22,955;23,165;21,855;24,03;25,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
16/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,365;26,28;26,15;26,32;26,49;27,63;27,695;28,01;26,87;24,64;24,64;22,865;22,745;22,545;22,955;23,165;21,855;24,03;25,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
17/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,365;26,28;26,15;26,32;26,49;27,63;27,695;28,01;26,87;24,64;24,64;22,865;22,745;22,545;22,955;23,165;21,855;24,03;25,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
18/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,37;26,28;26,15;26,32;26,49;27,63;27,695;28,01;26,87;24,64;24,64;22,865;22,745;22,545;22,955;23,165;21,855;24,03;25,38;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
19/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,12;25,765;25,8;27,01;27,53;28,565;28,58;28,21;26,975;24,94;24,84;23,05;22,93;22,74;23,15;23,365;21,285;23,405;24,72;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
20/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,2;25,67;25,71;27,055;27,035;28,185;28,235;28,65;27,38;25,81;25,495;23,74;23,655;22,59;23,97;24,045;25,11;25,37;25,605;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
21/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,29;27,45;27,475;28,8;28,915;30,05;30,17;30,7;28,865;26,915;26,715;25,04;24,955;23,88;25,44;25,445;26,31;26,57;26,805;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
22/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,495;25,16;25,535;26,74;27,09;28,17;28,505;29,07;27,215;25,315;25,515;24,18;24,13;24,205;24,335;24,34;25,035;25,295;25,52;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
23/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,495;25,16;25,535;26,74;27,09;28,17;28,505;29,07;27,215;25,315;25,515;24,18;24,13;24,205;24,335;24,34;25,035;25,295;25,52;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
24/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,495;25,16;25,535;26,74;27,09;28,17;28,505;29,07;27,215;25,315;25,515;24,18;24,13;24,205;24,335;24,34;25,035;25,295;25,52;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
25/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,395;24,19;24,65;25,855;26,625;27,74;27,985;28,685;26,64;24,56;24,71;23,675;23,655;23,74;23,875;23,88;24,59;24,855;25,09;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
26/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;24,995;23,31;24,465;25,765;27,44;28,8;29,09;29,69;27,92;24,855;23,235;21,885;21,83;21,8;21,89;21,925;23,865;24,135;24,32;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
27/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;25,145;23,54;24,805;26,325;27,4;28,74;29,1;29,695;27,89;23,785;23,375;21,825;21,8;21,785;21,895;21,9;24,045;24,325;24,53;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
28/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;24,82;22,535;23,255;25,5;27,08;28,59;28,675;29,21;26,885;24,04;23,125;21,6;21,58;21,465;21,575;21,58;22,62;22,88;23,07;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
29/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;24,53;22,315;22,99;25,325;26,77;28,09;28,305;28,515;26,335;22,47;23,01;21,47;21,495;21,385;21,495;21,5;24,745;25,03;25,245;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
30/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;24,53;22,315;22,99;25,325;26,77;28,09;28,305;28,515;26,335;22,47;23,01;21,47;21,495;21,385;21,495;21,5;24,745;25,03;25,245;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
01/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,93;24,53;22,315;22,99;25,325;26,77;28,09;28,305;28,515;26,335;22,47;23,01;21,47;21,495;21,385;21,495;21,5;24,745;25,03;25,245;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
02/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,5;22,175;22,685;25,08;26,66;28,155;28,215;28,325;25,865;22,435;23,265;21,705;21,73;21,505;21,615;21,62;23,125;23,39;23,59;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
03/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,5;22,13;22,8;24,98;26,575;27,92;28,135;28,49;25,98;21,855;22,485;21,1;21,06;21,15;21,26;21,265;22,235;22,5;22,695;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
04/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,04;23,225;23,695;26,33;27,825;29,185;29,365;29,715;27,435;23,405;24,07;22,715;22,6;22,7;22,81;22,815;24,13;24,395;24,59;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
05/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,145;23,55;23,865;26,33;28,24;30,135;30,29;30,605;28,73;24,78;24,825;23,46;23,35;23,46;23,57;23,575;24,705;24,97;25,16;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
06/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,03;22,095;22,195;25,14;26,455;28,76;28,755;29,2;27,135;23,24;24,21;22,84;22,72;22,82;22,93;22,935;24,825;25,095;25,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
07/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,03;22,095;22,195;25,14;26,455;28,76;28,755;29,2;27,135;23,24;24,21;22,84;22,72;22,82;22,93;22,935;24,825;25,095;25,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
08/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,03;22,095;22,195;25,14;26,455;28,76;28,755;29,2;27,135;23,24;24,21;22,84;22,72;22,82;22,93;22,935;24,825;25,095;25,295;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
09/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,155;20,28;20,155;22,68;24,385;26,545;26,88;27,32;24,92;20,625;22,59;21,22;21,1;21,185;21,295;21,3;22,54;22,805;22,995;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
10/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,98;21,575;21,12;23,215;25,09;27,43;27,68;28,165;25,96;21,735;22,49;21,13;21,015;21,115;21,225;21,23;23;23,27;23,47;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
11/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,375;21,04;20,775;22,655;24,57;26,755;27,105;27,585;25,43;21,21;22,97;21,44;21,325;21,46;21,57;21,575;22,405;22,665;22,855;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
12/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,53;22,755;22,24;23,835;25,065;28,425;28,96;28,98;26,46;22,82;23,555;21,815;21,7;21,78;21,89;21,895;23,08;23,345;23,54;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
13/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,433;21,58;21,195;22,49;24,21;27,425;27,995;28,365;25,945;22,305;22,23;20,55;20,21;20,365;20,475;20,475;21,66;21,925;22,12;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
14/05/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23,433;21,58;21,195;22,49;24,21;27,425;27,995;28,365;25,945;22,305;22,23;20,55;20,21;20,365;20,475;20,475;21,66;21,925;22,12;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48;6,48
